"pay_attn_pol_cont","int_follow_campg","anything_like_dem_cand","anything_like_rep_cand","approve_congr","things_right_track","feel_dem_cand_cont","feel_rep_cand_cont","how_many_live_hh_cont","better_1y_ago_cont","has_hinsur","favor_aca","afraid_dem_cand","disgust_dem_cand","afraid_rep_cand","disgust_rep_cand","lib_con_scale_cont","incgap_morethan_20y_ago","economy_improved","unempl_improved","speaksmind_dem_cand","speaksmind_rep_cand","soc_spend_favor_cont","def_spend_favor_cont","private_hi_favor_cont","shoud_hard_buy_gun","favor_affirmaction","govt_benefit_all","all_ingovt_corrup","election_makegovt_payattn","global_warming_happen","favor_death_penalty","econ_better_since_2008","relig_important","age_cont","married","schooling_cont","latinx","white","black","both_parents_bornUS","any_grandparent_foreign","rent_home","has_unexp_passap","should_roughup_protestors","justified_useviolence","consider_self_feminist","ppl_easily_offended_nowadays","soc_media_learn_pres","satisfied_life","intvote_beforeelec_2016","vote_pres_2012","vote_pres_2016","swing_2016","swing_2016_2012"
0,0,0,1,0,0,0,100,4,-1,1,-1,2,2,-2,-2,0,1,-1,-1,-2,2,-1,3,2,0,-1,0,1,0,0,0,-1,1,29,1,10,0,1,0,1,0,0,1,1,-2,0,1,1,0,"Trump","Romney","Trump",0,0
-1,1,0,0,0,0,60,1,1,0,1,-1,-1,-2,2,2,1,1,-1,-1,1,-2,0,2,0,0,0,0,0,-1,1,0,0,1,61,0,10,0,1,0,1,1,0,0,-1,-2,0,1,1,0,"Clinton","Obama","Clinton",0,0
1,1,1,0,1,1,40,0,0,0,1,-1,-1,-1,2,2,-1,1,-1,-1,0,2,0,3,0,1,0,0,0,0,1,0,1,0,49,0,14,0,1,0,1,1,0,0,0,-2,0,1,1,2,"Clinton","Romney","Clinton",0,1
-1,0,0,0,1,1,85,0,1,-2,1,1,-2,-2,2,2,2,1,-1,1,1,2,3,0,-2,1,-1,0,1,0,1,0,0,1,65,0,9,1,1,0,0,1,0,1,-2,-1,0,1,0,1,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,3,86,1,-1,0,-1,1,2,-2,-1,-2,1,-1,-1,-2,2,-1,2,3,-1,-1,0,1,0,0,0,-1,1,72,0,10,0,1,0,1,0,0,1,2,-2,0,1,0,0,"Trump","Romney","Trump",0,0
-1,0,1,0,0,0,85,0,1,-1,1,1,-2,-2,-2,1,2,1,1,1,1,-2,2,-2,-2,1,1,0,-1,0,1,1,1,1,71,1,14,0,1,0,1,0,0,1,-2,-2,1,0,1,0,"Clinton","Obama","Clinton",0,0
1,1,0,1,0,0,15,85,0,1,1,-1,-1,1,0,-1,0,1,-1,0,1,1,-1,1,0,0,-1,0,1,1,1,0,-1,1,51,0,11,0,1,0,1,0,0,0,0,-2,0,1,0,0,"Trump","Romney","Trump",0,0
2,1,1,1,1,0,40,70,1,0,1,1,-1,1,-1,-1,-2,0,-1,0,0,2,0,1,3,1,0,0,1,-1,1,0,-1,1,58,0,10,0,1,0,1,0,1,0,1,-2,1,1,0,1,"Trump","Obama","Trump",0,1
1,1,0,0,0,0,40,0,1,0,1,1,-2,1,1,1,0,0,1,-1,0,0,-2,3,0,0,-1,0,2,-1,1,0,1,1,62,1,10,0,1,0,1,0,0,0,-2,-2,1,1,1,1,"Clinton","Obama","Clinton",0,0
1,0,0,1,0,0,0,60,0,-1,1,0,2,2,-1,-2,0,1,-1,-1,-2,0,3,0,0,0,0,0,1,0,1,0,1,0,39,0,14,0,1,0,1,1,0,1,0,-2,0,1,1,2,"Trump","Romney","Trump",0,0
2,1,0,1,0,0,0,71,2,-2,1,-1,1,1,-1,-2,0,1,0,-1,-2,2,-3,3,3,0,0,0,1,-1,0,0,-1,1,60,1,10,0,1,0,1,0,0,0,1,-2,0,0,1,1,"Trump","Romney","Trump",0,0
1,1,0,1,0,0,0,86,0,-1,0,-1,2,2,-2,-2,-2,1,0,-1,0,2,-3,2,3,1,-1,0,1,0,1,0,-1,0,48,0,10,0,1,0,1,0,0,1,-1,-2,0,1,1,0,"Trump","Romney","Trump",0,0
1,1,0,0,0,1,80,5,0,2,1,1,-2,-2,2,1,2,1,1,1,0,1,1,-3,-3,1,1,0,0,-1,1,1,1,0,30,0,14,0,1,1,1,0,1,1,-2,-2,1,0,1,2,"Clinton","Obama","Clinton",0,0
0,0,1,0,0,0,66,0,0,0,1,1,-2,-1,-2,1,2,1,-1,-1,0,1,1,-1,-2,1,-1,0,-1,-1,1,0,1,0,49,0,13,0,1,0,1,0,0,1,-2,-2,1,1,0,1,"Clinton","Obama","Clinton",0,0
1,-1,0,0,0,1,40,30,1,1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-2,2,-1,0,1,1,-1,0,-1,0,1,0,1,1,50,1,13,0,1,0,1,0,0,1,-2,-2,1,1,0,-1,"Johnson","Romney","Johnson",0,1
1,1,0,0,0,0,0,60,0,-2,1,-1,1,2,-2,-1,-2,1,0,0,2,2,-3,3,3,1,-1,0,1,0,1,0,-1,1,59,0,13,0,1,0,1,0,0,1,-2,-2,0,1,1,0,"Trump","Romney","Trump",0,0
1,0,1,0,0,0,61,15,1,1,1,1,-1,-1,0,1,1,1,-1,-1,1,2,3,-1,-2,1,1,0,1,1,1,1,1,1,26,0,14,1,0,1,1,0,0,1,-1,0,1,0,1,1,"Johnson","Obama","Clinton",1,0
1,1,1,0,0,0,70,0,2,-1,1,1,-1,-1,0,0,0,1,-1,-1,1,2,0,1,-3,1,0,0,0,0,1,0,1,0,38,0,8,0,1,0,1,0,0,0,-2,-2,0,1,0,1,"Clinton","Obama","Clinton",0,0
2,1,1,0,0,1,100,0,1,1,1,1,-2,-2,2,2,2,1,1,1,1,2,2,0,-2,1,1,0,1,0,1,1,1,0,47,1,13,0,1,0,1,0,0,1,-2,-2,1,1,0,1,"Clinton","Obama","Clinton",0,0
1,1,0,0,1,1,0,100,1,2,1,0,-2,-1,-2,-2,0,1,1,1,-2,1,0,0,2,0,0,0,-1,1,1,0,1,0,55,1,10,0,0,1,1,0,0,0,-2,-2,0,1,1,2,"Trump","Romney","Trump",0,0
0,0,0,0,0,0,0,60,4,0,1,-1,-1,0,-2,-1,-1,0,-1,-1,1,2,0,0,3,1,-1,0,1,0,0,0,-1,1,37,1,14,0,1,0,1,1,0,1,1,-2,0,0,1,1,"Trump","Romney","Trump",0,0
2,1,1,0,0,0,85,1,5,1,1,1,-1,-2,2,1,1,1,-1,1,1,-2,1,-1,-3,1,1,0,-1,1,1,1,1,1,55,1,14,0,1,0,0,0,0,1,-2,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
-1,-1,1,0,0,1,71,15,1,0,0,0,-1,-2,1,1,0,0,1,1,0,1,0,0,0,1,0,1,-1,1,1,0,0,0,28,0,12,0,1,0,1,0,0,0,-1,-2,0,0,1,0,"Clinton","Obama","Clinton",0,0
0,0,0,1,0,0,0,70,0,0,1,0,1,2,-1,-1,-2,1,0,-1,0,2,-1,1,2,1,0,0,1,-1,1,0,0,1,70,1,13,0,1,0,1,1,0,0,0,-2,0,0,1,0,"Trump","Romney","Trump",0,0
0,0,1,0,0,0,60,30,4,0,1,1,-2,-2,-1,0,0,1,-1,-1,0,2,1,0,0,1,0,0,0,0,1,1,1,1,43,1,14,0,1,0,1,0,0,0,-1,-2,1,1,1,0,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,0,85,0,1,1,1,1,-2,-2,2,2,3,1,1,1,1,0,2,0,-2,1,1,0,0,0,1,1,1,0,52,0,14,0,1,0,1,0,0,0,-2,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
2,1,1,0,0,1,86,1,0,0,1,1,-2,-2,1,1,2,1,-1,1,2,0,1,-1,-3,1,1,0,-1,1,1,1,1,0,66,1,14,0,1,0,1,0,0,1,-2,-2,1,0,0,2,"Clinton","Obama","Clinton",0,0
2,1,0,1,1,0,0,100,2,-1,1,-1,2,2,-2,-2,-3,0,0,0,-2,2,-1,2,3,0,-1,0,1,0,0,0,-1,1,33,1,13,0,1,0,1,0,0,1,0,-2,0,1,1,0,"Trump","Romney","Trump",0,0
0,0,1,0,0,1,70,0,1,-1,1,1,-2,-1,1,2,1,1,1,-1,-1,1,2,-2,-3,1,0,0,0,0,1,0,1,0,51,1,13,0,1,0,1,0,0,0,-2,-2,0,1,1,0,"Clinton","Obama","Clinton",0,0
1,1,0,1,0,0,1,85,1,-2,1,-1,2,2,-2,-1,-2,-1,0,-1,-2,2,-3,1,2,0,-1,0,1,1,0,0,0,1,77,1,10,0,1,0,0,1,0,1,0,-2,0,1,1,0,"Trump","Romney","Trump",0,0
0,0,0,0,0,0,40,60,2,1,1,-1,-1,-2,-1,-1,-1,1,-1,-1,-1,2,-2,1,3,1,-1,0,1,0,1,0,0,0,46,0,11,0,1,0,1,1,0,1,-2,-2,0,0,0,2,"Trump","Romney","Trump",0,0
2,1,0,1,0,0,1,99,0,-2,1,-1,2,2,-2,-2,-2,1,0,0,1,2,-2,1,2,0,0,0,1,-1,0,0,-1,1,61,0,9,0,1,0,1,1,0,0,0,0,0,1,0,1,"Trump","Romney","Trump",0,0
1,1,1,0,0,0,60,0,1,0,1,1,0,0,2,2,1,1,1,1,1,2,1,-1,-3,1,0,0,1,-1,1,1,0,0,64,1,13,0,1,0,1,1,0,1,-2,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
0,0,1,0,1,1,70,41,1,2,1,1,-2,-1,-2,-1,2,1,1,1,0,0,2,0,0,1,-1,1,-1,1,1,0,1,1,63,1,10,0,0,0,0,0,1,1,0,-2,0,1,0,0,"Clinton","Obama","Clinton",0,0
1,1,0,1,0,0,40,70,1,0,1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,0,0,0,0,-1,0,-1,0,1,0,1,1,55,1,11,0,1,0,1,0,0,0,-1,-2,1,1,0,2,"Trump","Obama","Trump",0,1
0,1,1,0,0,0,60,0,2,0,1,1,-2,-2,1,1,-1,1,-1,1,0,-2,0,0,-2,1,-1,0,0,-1,1,0,1,0,45,1,14,0,1,0,1,1,0,1,-2,-2,0,1,1,1,"Clinton","Obama","Clinton",0,0
2,1,1,0,0,1,95,0,1,-2,1,1,-2,-2,1,2,2,1,1,1,0,1,1,-2,-3,1,1,1,-1,1,1,1,1,0,59,0,13,0,1,0,1,0,0,0,-2,-1,1,0,0,0,"Clinton","Obama","Clinton",0,0
0,0,1,0,0,0,85,60,1,1,1,1,-2,-2,-2,-2,0,1,-1,-1,1,1,0,0,0,1,0,1,-1,1,1,0,0,1,56,1,13,0,0,1,1,0,1,0,-2,-2,1,0,0,0,"Stein","Obama","Stein",0,1
1,0,1,0,0,1,70,0,0,0,1,0,-2,-2,1,0,0,1,-1,1,1,1,0,-1,-3,0,0,0,1,0,1,1,1,0,42,0,12,0,0,1,1,0,0,1,-2,-2,1,1,0,0,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,1,71,1,1,0,1,1,-2,-2,1,1,2,1,-1,1,1,2,2,-1,-3,1,1,0,1,0,1,0,1,0,63,1,9,0,0,0,1,1,0,1,-2,-2,0,0,0,1,"Clinton","Obama","Clinton",0,0
2,1,1,0,0,1,100,0,2,0,1,1,-2,-2,2,2,1,1,1,1,1,0,3,1,-2,1,0,0,0,1,1,0,1,1,57,1,10,0,1,0,1,1,0,0,-2,-2,1,1,0,2,"Clinton","Obama","Clinton",0,0
-1,0,1,0,1,0,85,0,3,0,1,1,-2,0,2,2,1,1,0,0,-1,-2,0,-3,0,1,1,0,0,-1,1,1,0,1,76,0,2,1,0,0,0,1,0,1,-2,-2,0,0,0,1,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,15,63,2,0,1,-1,1,2,-2,-1,-2,0,-1,0,-1,1,-1,2,2,0,-1,0,0,0,1,0,0,1,63,1,10,0,1,0,1,1,0,0,-1,-2,1,1,1,0,"Trump","Romney","Trump",0,0
-1,0,1,0,0,1,85,0,0,1,1,1,-1,-2,2,2,2,1,1,1,1,2,2,-1,-2,1,0,0,-1,0,1,1,1,0,29,0,13,0,1,0,1,0,1,0,-2,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
1,1,0,1,0,0,0,85,3,-1,1,0,2,2,-2,-1,-2,1,0,-1,-1,2,0,2,1,1,-1,0,0,1,1,0,0,1,35,1,9,0,1,0,1,0,0,0,0,-2,0,0,1,1,"Trump","Obama","Trump",0,1
0,0,1,0,1,1,100,0,1,-1,1,1,-2,-2,2,2,0,1,-1,1,2,1,0,0,0,1,-1,1,-1,0,1,0,0,0,62,1,10,0,1,0,1,0,1,0,-1,-2,0,1,1,0,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,1,95,0,3,1,1,1,-2,-2,2,2,3,1,1,1,2,0,3,-2,-3,1,1,0,-1,0,1,1,1,0,43,1,10,0,1,0,1,0,0,1,-2,-2,1,0,1,2,"Clinton","Obama","Clinton",0,0
0,1,0,1,0,0,0,100,4,0,1,-1,2,2,-2,-2,-1,1,-1,0,-2,1,-1,2,0,-1,0,0,-1,1,0,0,-1,1,72,1,12,0,1,0,1,0,0,0,1,-2,0,1,1,0,"Trump","Romney","Trump",0,0
2,1,1,0,0,1,100,0,1,1,1,1,-1,-2,1,1,0,1,1,-1,1,2,1,0,1,1,0,0,0,-1,1,1,1,1,66,1,8,0,0,1,1,0,0,1,-2,-2,0,0,1,1,"Clinton","Obama","Clinton",0,0
2,1,1,0,0,0,85,0,1,-1,1,1,-2,-2,2,2,1,1,1,1,1,2,1,0,-3,1,0,0,0,0,1,1,1,0,89,1,13,0,1,0,1,1,0,1,-2,-2,1,0,1,0,"Clinton","Obama","Clinton",0,0
0,0,1,0,1,1,60,30,2,1,0,-1,-2,-2,0,1,0,1,-1,-1,1,2,0,0,-1,1,-1,1,0,0,1,0,1,0,48,1,10,0,1,0,1,0,0,1,0,-2,1,1,1,0,"Clinton","Obama","Clinton",0,0
2,1,1,0,0,1,70,0,2,1,1,1,-2,-2,-1,1,0,1,1,1,-1,2,0,-1,-2,1,0,0,-1,1,1,1,1,0,44,0,13,0,0,1,0,0,0,1,-2,-2,1,1,1,0,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,0,85,0,0,1,1,1,-1,-2,1,2,2,1,1,1,1,1,0,0,-2,1,-1,1,1,1,1,1,0,0,23,0,13,0,1,1,1,0,1,1,-2,-2,1,0,1,2,"Clinton","Obama","Clinton",0,0
-2,-1,0,1,0,0,15,60,3,0,1,-1,-2,-1,-1,-1,-1,1,-1,1,0,2,-2,1,1,0,-1,0,-1,1,1,1,0,1,48,1,13,0,1,0,1,0,0,0,0,-2,0,1,1,0,"Trump","Obama","Trump",0,1
1,0,1,0,0,1,92,3,2,0,1,1,-2,-2,2,1,2,1,1,1,1,2,2,0,-2,1,0,1,-1,0,1,1,1,1,58,1,16,0,1,0,1,0,0,1,-1,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
2,1,0,1,1,0,0,60,1,-1,1,-1,2,2,-2,-1,0,0,0,-1,-2,2,-1,3,2,0,-1,0,-1,1,0,0,-1,1,76,1,13,0,1,0,1,0,0,0,0,-2,0,1,0,1,"Trump","Romney","Trump",0,0
-1,0,0,1,0,0,24,67,0,2,1,0,0,0,-1,-1,-1,1,1,1,-1,2,0,2,0,0,-1,0,1,-1,1,0,1,1,70,0,10,0,1,0,1,0,0,0,0,-2,1,1,0,-1,"Trump","Romney","Trump",0,0
1,0,0,0,0,0,0,70,2,0,1,-1,2,2,-1,-2,-1,1,-1,-1,-1,0,-1,1,3,-1,-1,0,0,0,0,0,1,1,27,1,13,0,1,0,1,1,0,1,0,-2,0,1,1,0,"Trump","Romney","Trump",0,0
2,1,1,0,0,1,100,15,1,1,1,1,-1,-2,-2,1,-1,1,-1,-1,0,2,0,-1,-3,-1,-1,0,1,1,1,1,0,0,67,1,10,0,1,0,0,1,0,0,0,-2,1,0,1,0,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,1,90,0,0,1,1,1,-2,-2,1,1,2,1,1,1,0,0,2,0,-3,1,1,0,-1,0,1,1,1,0,65,0,13,0,1,0,1,1,0,1,-2,-2,1,0,0,1,"Clinton","Obama","Clinton",0,0
0,0,0,0,0,0,4,52,3,0,1,0,-2,1,-2,0,0,1,0,1,-1,0,0,0,0,1,0,0,0,-1,1,1,-1,1,57,1,13,0,1,0,1,0,0,0,0,0,0,0,1,2,"Trump","Obama","Trump",0,1
-1,-1,0,1,1,0,30,65,2,-1,0,0,-1,1,-1,0,0,1,0,0,-1,1,1,-2,-1,0,0,0,-1,-1,1,1,-1,0,46,1,11,0,0,0,0,1,0,0,0,-1,0,1,1,0,"Trump","Obama","Trump",0,1
1,1,1,0,0,1,60,15,1,-1,1,1,-2,-1,-1,0,1,1,-1,-1,1,2,-1,0,2,1,-1,0,-1,0,1,1,1,1,63,1,14,0,1,0,1,0,0,1,-1,-2,0,1,1,0,"Clinton","Obama","Clinton",0,0
1,1,0,1,0,0,4,75,1,0,1,-1,2,2,-2,-2,-2,1,0,0,0,2,-3,1,2,0,-1,0,-1,1,0,0,-1,0,77,1,14,0,1,0,1,1,0,1,2,-2,0,1,0,0,"Trump","Romney","Trump",0,0
1,1,0,0,0,0,60,4,5,-2,1,0,-1,-2,2,2,1,1,1,1,1,2,0,1,-3,0,-1,0,0,-1,1,0,0,0,43,0,10,0,1,0,1,0,1,0,0,-2,0,0,1,1,"Clinton","Obama","Clinton",0,0
-1,0,0,0,0,0,60,0,2,-1,1,1,-2,-2,2,2,0,1,1,1,-1,2,1,1,-1,1,1,0,1,-1,1,0,1,1,58,1,13,0,0,1,1,0,0,1,-2,-2,1,0,0,0,"Clinton","Obama","Clinton",0,0
1,0,1,0,1,1,100,0,1,0,1,1,-2,-2,-1,0,-1,1,-1,-1,2,2,-1,0,3,1,0,0,-1,0,1,1,1,1,67,1,9,0,1,0,1,0,0,1,-2,-2,0,0,0,1,"Clinton","Romney","Clinton",0,1
1,0,0,1,0,0,0,100,0,0,1,-1,1,1,-2,-2,-2,1,0,0,0,2,-1,0,3,0,-1,0,1,1,0,0,-1,1,57,1,10,0,1,0,1,0,0,0,-1,-2,0,1,0,0,"Trump","Romney","Trump",0,0
2,1,0,1,0,0,0,85,2,0,1,-1,-2,1,-2,-2,-2,0,0,-1,0,2,-3,1,3,0,-1,0,-1,-1,1,0,0,1,53,1,13,0,1,0,1,1,0,0,-2,-2,1,1,0,2,"Trump","Romney","Trump",0,0
1,0,0,0,0,1,87,0,1,2,1,1,-2,-1,2,2,-1,-1,1,1,1,-2,-2,0,-1,1,-1,1,0,1,1,0,1,0,75,1,14,1,1,0,0,1,0,1,0,-2,1,1,0,2,"Clinton","Romney","Clinton",0,1
2,1,1,0,0,1,85,0,1,0,1,1,-2,-1,1,2,2,1,1,1,1,2,2,-1,-3,1,1,1,-1,0,1,1,1,1,79,1,14,0,1,0,1,1,0,1,-2,-2,1,0,0,1,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,0,0,0,1,1,-1,2,2,-1,2,-3,0,0,0,-2,1,-3,3,3,-1,-1,0,1,1,0,0,-1,1,58,0,14,0,1,0,1,0,0,0,0,-2,0,1,1,0,"Trump","Romney","Trump",0,0
1,1,0,0,0,0,30,15,1,0,1,1,0,-1,0,1,0,1,-1,-1,-2,2,-1,2,3,0,-1,0,1,1,1,0,1,0,34,1,10,0,1,0,1,0,1,1,-1,-2,1,1,1,1,"Johnson","Romney","Clinton",1,1
-1,0,0,1,1,0,38,57,0,-1,1,1,0,-1,0,0,0,1,-1,1,1,2,-2,0,2,0,-1,0,-1,1,1,0,1,1,53,0,11,0,1,0,1,0,1,0,0,-2,1,1,0,-1,"Johnson","Romney","Johnson",0,1
2,0,0,0,0,0,40,0,4,1,1,1,-2,-2,2,1,0,1,1,1,-2,2,1,0,0,1,-1,0,0,-1,1,0,1,1,31,1,13,0,0,1,1,0,0,0,-2,-2,0,0,1,2,"Clinton","Obama","Clinton",0,0
2,0,0,1,0,0,1,17,4,0,1,-1,1,1,-2,1,0,1,-1,0,-2,2,-3,-2,3,0,-1,0,0,0,1,1,1,0,41,1,14,1,1,0,1,0,0,1,2,-2,1,1,1,-1,"Trump","Romney","Trump",0,0
2,1,1,1,1,1,95,2,1,2,1,1,-2,-2,2,2,2,1,1,1,0,2,2,3,-3,-1,0,0,1,0,0,1,1,1,54,1,16,0,0,0,1,1,0,0,-2,-2,0,1,0,1,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,1,70,0,2,1,0,1,-1,-1,1,1,2,1,-1,1,-1,1,0,1,0,1,1,0,-1,0,1,0,1,1,64,1,9,0,1,0,1,1,0,1,-2,-2,0,0,0,0,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,1,75,0,2,1,1,1,-1,-2,1,1,2,1,1,1,0,2,0,0,-3,0,1,0,1,1,1,1,1,0,52,0,10,0,1,0,1,0,0,0,-2,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
-1,0,1,0,1,0,85,0,1,0,1,1,-2,-2,2,2,2,1,1,1,1,2,3,0,0,1,0,0,1,0,1,1,1,1,32,0,13,0,1,0,1,0,1,1,-1,-2,1,0,1,0,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,0,85,1,0,1,-1,2,2,-1,-1,-2,1,-1,1,-1,2,-2,3,3,0,0,0,2,-1,0,0,-1,1,68,1,12,0,1,0,1,1,0,0,0,-2,0,1,1,2,"Trump","Romney","Trump",0,0
1,1,0,1,0,0,0,68,3,0,1,-1,1,2,-2,-1,-2,1,0,0,-2,2,-3,3,3,0,-1,0,-1,-1,1,0,-1,1,58,1,7,0,1,0,0,1,0,1,2,-2,0,1,1,0,"Trump","Romney","Trump",0,0
0,1,1,0,0,0,70,0,4,0,1,1,-2,-1,2,2,1,1,1,1,1,1,2,1,2,1,-1,0,1,0,1,0,0,0,40,1,11,1,1,0,0,1,1,1,2,-2,0,0,1,1,"Clinton","Obama","Clinton",0,0
0,1,0,0,0,0,30,60,1,0,1,1,0,1,-2,-2,0,1,-1,-1,-2,0,2,0,0,-1,0,1,0,0,1,0,0,1,81,1,7,0,1,0,0,1,0,0,-2,-1,1,0,1,-1,"Trump","Obama","Trump",0,1
-1,0,0,1,0,0,7,64,3,0,1,-1,-1,2,-2,-1,-3,1,-1,-1,1,2,-1,-1,3,1,0,0,1,0,1,1,-1,1,37,1,14,0,1,0,1,0,0,1,1,-2,0,0,1,1,"Trump","Romney","Trump",0,0
0,0,1,0,1,1,70,15,0,0,1,0,-1,-2,1,1,0,0,-1,1,2,2,0,3,0,1,0,1,0,1,1,0,0,0,51,0,11,0,1,0,1,0,0,0,-2,-2,0,0,1,0,"Clinton","Obama","Clinton",0,0
1,0,1,0,0,0,60,0,1,1,1,0,-1,-1,2,2,2,1,1,1,1,0,0,-3,2,1,0,0,1,-1,1,0,1,0,50,0,13,0,1,0,1,1,1,1,-2,-2,1,0,1,0,"Clinton","Obama","Clinton",0,0
-1,-1,1,1,0,0,20,40,0,2,1,1,-1,0,1,0,1,1,1,1,0,2,-2,1,1,1,1,0,0,0,1,1,1,0,25,0,14,0,1,0,1,0,1,1,-2,-2,1,0,1,1,"Johnson","Obama","Johnson",0,1
1,1,0,1,1,0,0,70,0,0,1,0,0,2,-1,-1,-1,1,0,0,-1,2,-2,0,3,-1,-1,0,0,0,1,0,-1,1,55,0,12,0,1,0,1,1,0,1,1,-2,0,1,0,1,"Trump","Romney","Trump",0,0
1,1,0,1,0,0,22,77,1,-1,1,-1,0,1,-2,-2,0,1,-1,0,-2,2,1,1,0,0,-1,0,0,0,0,0,-1,1,55,0,9,0,1,0,1,0,0,0,0,-2,1,0,1,-1,"Trump","Romney","Trump",0,0
2,1,0,1,0,0,2,89,1,-1,1,-1,1,2,-2,-2,-1,1,-1,0,-1,2,-1,0,2,0,-1,0,0,0,0,0,-1,1,62,1,11,0,1,0,1,0,0,0,-1,-2,0,1,1,0,"Trump","Romney","Trump",0,0
1,0,0,1,0,0,15,50,1,0,1,-1,1,1,-1,-1,-1,1,1,-1,-2,0,0,3,0,0,-1,0,0,0,1,0,1,0,72,0,9,0,1,0,1,0,0,1,-1,-2,0,1,0,1,"Trump","Romney","Trump",0,0
-1,-1,1,0,1,1,70,0,0,1,1,-1,-2,-1,-2,-1,0,1,1,-1,1,1,1,0,-3,1,0,0,-1,1,1,0,-1,0,53,0,12,0,1,0,1,1,1,1,0,-2,0,1,0,0,"Clinton","Obama","Clinton",0,0
1,0,0,1,0,0,0,60,2,0,1,-1,1,1,-1,-1,-2,0,-1,0,-2,2,-1,1,3,0,-1,0,1,0,1,1,-1,0,53,1,9,0,1,0,1,0,1,0,-1,-2,0,1,1,0,"Trump","Romney","Trump",0,0
2,1,1,0,0,1,90,0,1,0,1,1,-2,-1,0,2,1,1,1,1,0,2,1,-1,-1,0,1,0,-1,-1,1,1,1,0,31,1,14,0,1,0,1,0,1,1,-2,-2,1,0,1,2,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,1,70,15,3,0,1,1,-2,-1,1,1,2,1,1,1,0,2,2,-3,-3,1,1,0,-1,0,1,0,1,0,51,1,15,0,1,0,1,0,0,1,-2,-2,1,1,0,0,"Clinton","Obama","Clinton",0,0
2,1,0,1,0,0,16,70,1,-1,1,-1,2,2,-1,-1,-2,1,0,-1,1,2,-2,1,1,0,-1,0,0,0,1,0,-1,1,59,0,13,0,1,0,1,0,0,0,1,-2,0,1,1,1,"Trump","Romney","Trump",0,0
0,0,1,1,0,0,100,0,5,1,0,-1,-2,-1,2,2,0,1,1,1,2,2,2,2,0,1,1,0,-1,0,1,1,1,1,38,1,9,1,1,0,0,1,0,1,0,-2,0,0,1,0,"Clinton","Obama","Clinton",0,0
0,0,0,0,0,0,60,35,0,1,1,-1,-1,-1,1,1,-1,1,1,-1,1,2,-1,2,1,1,-1,0,1,1,1,0,1,0,42,0,14,1,1,0,1,0,0,0,-1,-1,0,0,0,1,"Clinton","Obama","Clinton",0,0
1,0,0,1,0,0,15,60,1,0,1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,1,-2,1,2,1,-1,0,1,0,1,0,0,1,64,1,13,0,1,0,1,0,0,1,0,-2,1,1,1,0,"Trump","Romney","Trump",0,0
1,1,1,0,0,1,70,30,1,0,1,1,-2,-1,1,1,1,1,-1,1,0,1,0,-2,-2,1,0,0,0,1,1,1,1,0,78,1,9,0,1,0,1,0,0,1,-2,-1,0,0,1,1,"Clinton","Obama","Clinton",0,0
1,1,1,0,0,1,85,0,1,0,1,1,-2,-2,2,1,2,1,1,1,0,2,0,0,0,1,1,0,-1,0,1,1,1,0,67,1,13,0,1,0,1,0,0,1,-2,-2,1,1,1,0,"Clinton","Obama","Clinton",0,0
1,0,0,0,0,0,0,60,4,-1,1,-1,1,1,-1,-1,-2,0,0,-1,1,2,-2,0,2,1,-1,0,0,0,1,0,-1,1,52,1,13,0,1,0,1,0,0,0,0,-2,0,0,1,1,"Trump","Romney","Trump",0,0
2,1,1,0,0,1,87,1,1,1,1,1,-2,-2,2,2,2,1,1,1,2,-2,0,-1,-3,1,1,0,-1,1,1,1,1,1,78,1,13,1,1,0,0,1,0,0,-1,-2,1,0,1,1,"Clinton","Obama","Clinton",0,0
1,0,1,1,0,0,61,1,0,0,1,1,-2,-1,1,0,2,1,-1,1,-1,0,-1,-2,-3,1,1,0,-1,0,1,0,1,0,65,0,13,0,1,0,1,0,0,0,-2,-2,1,1,0,-1,"Johnson","Obama","Clinton",1,0
1,1,0,0,1,0,15,60,1,0,1,-1,-1,-1,-2,-2,-2,0,0,-1,1,2,-2,2,1,0,-1,0,-1,1,0,1,1,1,58,1,12,0,1,0,1,0,0,1,2,-2,0,1,1,1,"Trump","Romney","Trump",0,0
